Index,Title,URL,Summary
11,Evaluating the Alignment of a Data Analysis between Analyst and Audience,http://arxiv.org/abs/2312.07616v1,"A challenge that data analysts face is building a data analysis that is
useful for a given consumer. Previously, we defined a set of principles for
describing data analyses that can be used to create a data analysis and to
characterize the variation between analyses. Here, we introduce a concept that
we call the alignment of a data analysis between the data analyst and a
consumer. We define a successfully aligned data analysis as the matching of
principles between the analyst and the consumer for whom the analysis is
developed. In this paper, we propose a statistical model for evaluating the
alignment of a data analysis and describe some of its properties. We argue that
this framework provides a language for characterizing alignment and can be used
as a guide for practicing data scientists and students in data science courses
for how to build better data analyses."
12,A program for SAXS data processing and analysis,http://arxiv.org/abs/1307.0358v1,"A computer program for small angle X-ray scattering (SAXS) data processing
and analysis named S.exe written in Intel Visual Fortran has been developed.
This paper briefly introduces its main theory and function."
13,Empowering Data Mesh with Federated Learning,http://arxiv.org/abs/2403.17878v2,"The evolution of data architecture has seen the rise of data lakes, aiming to
solve the bottlenecks of data management and promote intelligent
decision-making. However, this centralized architecture is limited by the
proliferation of data sources and the growing demand for timely analysis and
processing. A new data paradigm, Data Mesh, is proposed to overcome these
challenges. Data Mesh treats domains as a first-class concern by distributing
the data ownership from the central team to each data domain, while keeping the
federated governance to monitor domains and their data products. Many
multi-million dollar organizations like Paypal, Netflix, and Zalando have
already transformed their data analysis pipelines based on this new
architecture. In this decentralized architecture where data is locally
preserved by each domain team, traditional centralized machine learning is
incapable of conducting effective analysis across multiple domains, especially
for security-sensitive organizations. To this end, we introduce a pioneering
approach that incorporates Federated Learning into Data Mesh. To the best of
our knowledge, this is the first open-source applied work that represents a
critical advancement toward the integration of federated learning methods into
the Data Mesh paradigm, underscoring the promising prospects for
privacy-preserving and decentralized data analysis strategies within Data Mesh
architecture."
14,"A Performance Study of Data Mining Techniques: Multiple Linear
  Regression vs. Factor Analysis",http://arxiv.org/abs/1108.5592v1,"The growing volume of data usually creates an interesting challenge for the
need of data analysis tools that discover regularities in these data. Data
mining has emerged as disciplines that contribute tools for data analysis,
discovery of hidden knowledge, and autonomous decision making in many
application domains. The purpose of this study is to compare the performance of
two data mining techniques viz., factor analysis and multiple linear regression
for different sample sizes on three unique sets of data. The performance of the
two data mining techniques is compared on following parameters like mean square
error (MSE), R-square, R-Square adjusted, condition number, root mean square
error(RMSE), number of variables included in the prediction model, modified
coefficient of efficiency, F-value, and test of normality. These parameters
have been computed using various data mining tools like SPSS, XLstat, Stata,
and MS-Excel. It is seen that for all the given dataset, factor analysis
outperform multiple linear regression. But the absolute value of prediction
accuracy varied between the three datasets indicating that the data
distribution and data characteristics play a major role in choosing the correct
prediction technique."
15,"Spectral data analysis methods for the two-dimensional imaging
  diagnostics",http://arxiv.org/abs/1907.09184v3,"Some spectral data analysis methods that are useful for the two-dimensional
imaging diagnostics data are introduced. It is shown that the frequency
spectrum, the local dispersion relation, the flow shear, and the nonlinear
energy transfer rates can be estimated using the proper analysis methods."
16,Grain - A Java Analysis Framework for Total Data Readout,http://arxiv.org/abs/0711.3364v1,"Grain is a data analysis framework developed to be used with the novel Total
Data Readout data acquisition system. In Total Data Readout all the electronics
channels are read out asynchronously in singles mode and each data item is
timestamped. Event building and analysis has to be done entirely in the
software post-processing the data stream. A flexible and efficient event parser
and the accompanying software framework have been written entirely in Java. The
design and implementation of the software are discussed along with experiences
gained in running real-life experiments."
17,Model-Based Clustering and Classification of Functional Data,http://arxiv.org/abs/1803.00276v2,"The problem of complex data analysis is a central topic of modern statistical
science and learning systems and is becoming of broader interest with the
increasing prevalence of high-dimensional data. The challenge is to develop
statistical models and autonomous algorithms that are able to acquire knowledge
from raw data for exploratory analysis, which can be achieved through
clustering techniques or to make predictions of future data via classification
(i.e., discriminant analysis) techniques. Latent data models, including mixture
model-based approaches are one of the most popular and successful approaches in
both the unsupervised context (i.e., clustering) and the supervised one (i.e,
classification or discrimination). Although traditionally tools of multivariate
analysis, they are growing in popularity when considered in the framework of
functional data analysis (FDA). FDA is the data analysis paradigm in which the
individual data units are functions (e.g., curves, surfaces), rather than
simple vectors. In many areas of application, the analyzed data are indeed
often available in the form of discretized values of functions or curves (e.g.,
time series, waveforms) and surfaces (e.g., 2d-images, spatio-temporal data).
This functional aspect of the data adds additional difficulties compared to the
case of a classical multivariate (non-functional) data analysis. We review and
present approaches for model-based clustering and classification of functional
data. We derive well-established statistical models along with efficient
algorithmic tools to address problems regarding the clustering and the
classification of these high-dimensional data, including their heterogeneity,
missing information, and dynamical hidden structure. The presented models and
algorithms are illustrated on real-world functional data analysis problems from
several application area."
18,Open Data Portal Germany (OPAL) Projektergebnisse,http://arxiv.org/abs/2105.03161v1,"In the Open Data Portal Germany (OPAL) project, a pipeline of the following
data refinement steps has been developed: requirements analysis, data
acquisition, analysis, conversion, integration and selection. 800,000 datasets
in DCAT format have been produced."
19,Inferactive data analysis,http://arxiv.org/abs/1707.06692v1,"We describe inferactive data analysis, so-named to denote an interactive
approach to data analysis with an emphasis on inference after data analysis.
Our approach is a compromise between Tukey's exploratory (roughly speaking
""model free"") and confirmatory data analysis (roughly speaking classical and
""model based""), also allowing for Bayesian data analysis. We view this approach
as close in spirit to current practice of applied statisticians and data
scientists while allowing frequentist guarantees for results to be reported in
the scientific literature, or Bayesian results where the data scientist may
choose the statistical model (and hence the prior) after some initial
exploratory analysis. While this approach to data analysis does not cover every
scenario, and every possible algorithm data scientists may use, we see this as
a useful step in concrete providing tools (with frequentist statistical
guarantees) for current data scientists. The basis of inference we use is
selective inference [Lee et al., 2016, Fithian et al., 2014], in particular its
randomized form [Tian and Taylor, 2015a]. The randomized framework, besides
providing additional power and shorter confidence intervals, also provides
explicit forms for relevant reference distributions (up to normalization)
through the {\em selective sampler} of Tian et al. [2016]. The reference
distributions are constructed from a particular conditional distribution formed
from what we call a DAG-DAG -- a Data Analysis Generative DAG. As sampling
conditional distributions in DAGs is generally complex, the selective sampler
is crucial to any practical implementation of inferactive data analysis. Our
principal goal is in reviewing the recent developments in selective inference
as well as describing the general philosophy of selective inference."
20,Near real-time streaming analysis of big fusion data,http://arxiv.org/abs/2108.08896v1,"While experiments on fusion plasmas produce high-dimensional data time series
with ever increasing magnitude and velocity, data analysis has been lagging
behind this development. For example, many data analysis tasks are often
performed in a manual, ad-hoc manner some time after an experiment. In this
article we introduce the DELTA framework that facilitates near real-time
streaming analysis of big and fast fusion data. By streaming measurement data
from fusion experiments to a high-performance compute center, DELTA allows to
perform demanding data analysis tasks in between plasma pulses. This article
describe the modular and expandable software architecture of DELTA and presents
performance benchmarks of its individual components as well as of entire
workflows. Our focus is on the streaming analysis of ECEi data measured at
KSTAR on NERSCs supercomputers and we routinely achieve data transfer rates of
about 500 Megabyte per second. We show that a demanding turbulence analysis
workload can be distributed among multiple GPUs and executes in under 5
minutes. We further discuss how DELTA uses modern database systems and
container orchestration services to provide web-based real-time data
visualization. For the case of ECEi data we demonstrate how data visualizations
can be augmented with outputs from machine learning models. By providing
session leaders and physics operators results of higher order data analysis
using live visualization they may monitor the evolution of a long-pulse
discharge in near real-time and may make more informed decision on how to
configure the machine for the next shot."
21,A proposed solution for analysis management in high energy physics,http://arxiv.org/abs/1806.08787v1,"This paper presents an architecture for the analysis management in high
energy physics experiments. Some new concepts on data analysis are introduced.
A protocol for organizing and operating an analysis is raised. A toolkit
following this architecture is developed, which provides a solution of analysis
management with both flexibility and reproducibility. A foreseen development of
this toolkit is discussed."
22,"Origins of Modern Data Analysis Linked to the Beginnings and Early
  Development of Computer Science and Information Engineering",http://arxiv.org/abs/0811.2519v1,"The history of data analysis that is addressed here is underpinned by two
themes, -- those of tabular data analysis, and the analysis of collected
heterogeneous data. ""Exploratory data analysis"" is taken as the heuristic
approach that begins with data and information and seeks underlying explanation
for what is observed or measured. I also cover some of the evolving context of
research and applications, including scholarly publishing, technology transfer
and the economic relationship of the university to society."
23,"Ultrametric and Generalized Ultrametric in Computational Logic and in
  Data Analysis",http://arxiv.org/abs/1008.3585v1,"Following a review of metric, ultrametric and generalized ultrametric, we
review their application in data analysis. We show how they allow us to explore
both geometry and topology of information, starting with measured data. Some
themes are then developed based on the use of metric, ultrametric and
generalized ultrametric in logic. In particular we study approximation chains
in an ultrametric or generalized ultrametric context. Our aim in this work is
to extend the scope of data analysis by facilitating reasoning based on the
data analysis; and to show how quantitative and qualitative data analysis can
be incorporated into logic programming."
24,"Meeting Student Needs for Multivariate Data Analysis: A Case Study in
  Teaching a Multivariate Data Analysis Course with No Pre-requisites",http://arxiv.org/abs/1310.7141v1,"Modern students encounter big, messy data sets long before setting foot in
our classrooms. Many of our students need to develop skills in exploratory data
analysis and multivariate analysis techniques for their jobs after college, but
these topics are not covered in introductory statistics courses. This case
study describes my experience in designing and teaching a course on
multivariate data analysis with no pre-requisites, using real data, active
learning, and other activities to help students tackle the material."
25,Online Set-Based Dynamic Analysis for Sound Predictive Race Detection,http://arxiv.org/abs/1907.08337v1,"Predictive data race detectors find data races that exist in executions other
than the observed execution. Smaragdakis et al. introduced the
causally-precedes (CP) relation and a polynomial-time analysis for sound (no
false races) predictive data race detection. However, their analysis cannot
scale beyond analyzing bounded windows of execution traces. This work
introduces a novel dynamic analysis called Raptor that computes CP soundly and
completely. Raptor is inherently an online analysis that analyzes and finds all
CP-races of an execution trace in its entirety. An evaluation of a prototype
implementation of Raptor shows that it scales to program executions that the
prior CP analysis cannot handle, finding data races that the prior CP analysis
cannot find."
26,Independent Component Analysis for Compositional Data,http://arxiv.org/abs/2007.00456v1,"Compositional data represent a specific family of multivariate data, where
the information of interest is contained in the ratios between parts rather
than in absolute values of single parts. The analysis of such specific data is
challenging as the application of standard multivariate analysis tools on the
raw observations can lead to spurious results. Hence, it is appropriate to
apply certain transformations prior further analysis. One popular multivariate
data analysis tool is independent component analysis. Independent component
analysis aims to find statistically independent components in the data and as
such might be seen as an extension to principal component analysis. In this
paper we examine an approach of how to apply independent component analysis on
compositional data by respecting the nature of the former and demonstrate the
usefulness of this procedure on a metabolomic data set."
27,Ordered Sets for Data Analysis,http://arxiv.org/abs/1908.11341v1,"This book dwells on mathematical and algorithmic issues of data analysis
based on generality order of descriptions and respective precision. To speak of
these topics correctly, we have to go some way getting acquainted with the
important notions of relation and order theory. On the one hand, data often
have a complex structure with natural order on it. On the other hand, many
symbolic methods of data analysis and machine learning allow to compare the
obtained classifiers w.r.t. their generality, which is also an order relation.
Efficient algorithms are very important in data analysis, especially when one
deals with big data, so scalability is a real issue. That is why we analyze the
computational complexity of algorithms and problems of data analysis. We start
from the basic definitions and facts of algorithmic complexity theory and
analyze the complexity of various tools of data analysis we consider. The tools
and methods of data analysis, like computing taxonomies, groups of similar
objects (concepts and n-clusters), dependencies in data, classification, etc.,
are illustrated with applications in particular subject domains, from
chemoinformatics to text mining and natural language processing."
28,Scaler mode of the Auger Observatory and Sunspots,http://arxiv.org/abs/1209.1367v1,"Recent data from the Auger Observatory on low energy secondary cosmic ray
particles are analyzed to study temporal correlations together with data on the
daily sunspot numbers and neutron monitor data. Standard spectral analysis
demonstrates that the available data shows 1/f^{\beta} fluctuations with
{\beta} approximately 1 in the low frequency range. All data behave like
Brownian fluctuations in the high frequency range. The existence of long-range
correlations in the data was confirmed by detrended fluctuation analysis. The
real data confirmed the correlation between the scaling exponent of the
detrended analysis and the exponent of the spectral analysis."
29,Pulling back symmetric Riemannian geometry for data analysis,http://arxiv.org/abs/2403.06612v1,"Data sets tend to live in low-dimensional non-linear subspaces. Ideal data
analysis tools for such data sets should therefore account for such non-linear
geometry. The symmetric Riemannian geometry setting can be suitable for a
variety of reasons. First, it comes with a rich mathematical structure to
account for a wide range of non-linear geometries that has been shown to be
able to capture the data geometry through empirical evidence from classical
non-linear embedding. Second, many standard data analysis tools initially
developed for data in Euclidean space can also be generalised efficiently to
data on a symmetric Riemannian manifold. A conceptual challenge comes from the
lack of guidelines for constructing a symmetric Riemannian structure on the
data space itself and the lack of guidelines for modifying successful
algorithms on symmetric Riemannian manifolds for data analysis to this setting.
This work considers these challenges in the setting of pullback Riemannian
geometry through a diffeomorphism. The first part of the paper characterises
diffeomorphisms that result in proper, stable and efficient data analysis. The
second part then uses these best practices to guide construction of such
diffeomorphisms through deep learning. As a proof of concept, different types
of pullback geometries -- among which the proposed construction -- are tested
on several data analysis tasks and on several toy data sets. The numerical
experiments confirm the predictions from theory, i.e., that the diffeomorphisms
generating the pullback geometry need to map the data manifold into a geodesic
subspace of the pulled back Riemannian manifold while preserving local isometry
around the data manifold for proper, stable and efficient data analysis, and
that pulling back positive curvature can be problematic in terms of stability."
30,Toward an Android Static Analysis Approach for Data Protection,http://arxiv.org/abs/2402.07889v1,"Android applications collecting data from users must protect it according to
the current legal frameworks. Such data protection has become even more
important since the European Union rolled out the General Data Protection
Regulation (GDPR). Since app developers are not legal experts, they find it
difficult to write privacy-aware source code. Moreover, they have limited tool
support to reason about data protection throughout their app development
process.
  This paper motivates the need for a static analysis approach to diagnose and
explain data protection in Android apps. The analysis will recognize personal
data sources in the source code, and aims to further examine the data flow
originating from these sources. App developers can then address key questions
about data manipulation, derived data, and the presence of technical measures.
Despite challenges, we explore to what extent one can realize this analysis
through static taint analysis, a common method for identifying security
vulnerabilities. This is a first step towards designing a tool-based approach
that aids app developers and assessors in ensuring data protection in Android
apps, based on automated static program analysis."
31,Object oriented data analysis: Sets of trees,http://arxiv.org/abs/0711.3147v1,"Object oriented data analysis is the statistical analysis of populations of
complex objects. In the special case of functional data analysis, these data
objects are curves, where standard Euclidean approaches, such as principal
component analysis, have been very successful. Recent developments in medical
image analysis motivate the statistical analysis of populations of more complex
data objects which are elements of mildly non-Euclidean spaces, such as Lie
groups and symmetric spaces, or of strongly non-Euclidean spaces, such as
spaces of tree-structured data objects. These new contexts for object oriented
data analysis create several potentially large new interfaces between
mathematics and statistics. This point is illustrated through the careful
development of a novel mathematical framework for statistical analysis of
populations of tree-structured objects."
32,"ROAn, a ROOT based Analysis Framework",http://arxiv.org/abs/1310.4848v1,"The ROOT based Offline and Online Analysis (ROAn) framework was developed to
perform data analysis on data from Depleted P-channel Field Effect Transistor
(DePFET) detectors, a type of active pixel sensors developed at the MPI
Halbleiterlabor (HLL). ROAn is highly flexible and extensible, thanks to ROOT's
features like run-time type information and reflection. ROAn provides an
analysis program which allows to perform configurable step-by-step analysis on
arbitrary data, an associated suite of algorithms focused on DePFET data
analysis, and a viewer program for displaying and processing online or offline
detector data streams. The analysis program encapsulates the applied algorithms
in objects called steps which produce analysis results. The dependency between
results and thus the order of calculation is resolved automatically by the
program. To optimize algorithms for studying detector effects, analysis
parameters are often changed. Such changes of input parameters are detected in
subsequent analysis runs and only the necessary recalculations are triggered.
This saves time and simultaneously keeps the results consistent. The viewer
program offers a configurable Graphical User Interface (GUI) and process chain,
which allows the user to adapt the program to different tasks such as offline
viewing of file data, online monitoring of running detector systems, or
performing online data analysis (histogramming, calibration, etc.). Because of
its modular design, ROAn can be extended easily, e.g. be adapted to new
detector types and analysis processes."
33,Analysis of cosmic ray data,http://arxiv.org/abs/astro-ph/0002149v1,"Reviews statistical methods for 1- and 2-dimensional analysis of cosmic ray
data including recent Bayesian analyses."
34,"Analysis of factors that affect the students academic performance - Data
  Mining Approach",http://arxiv.org/abs/1409.2222v1,"Analysis of factors that affect students academic performance - Data Mining
Approach"
35,Regression analysis with compositional data containing zero values,http://arxiv.org/abs/1508.01913v1,Regression analysis with compositional data containing zero values
36,"Linked Component Analysis from Matrices to High Order Tensors:
  Applications to Biomedical Data",http://arxiv.org/abs/1508.07416v1,"With the increasing availability of various sensor technologies, we now have
access to large amounts of multi-block (also called multi-set,
multi-relational, or multi-view) data that need to be jointly analyzed to
explore their latent connections. Various component analysis methods have
played an increasingly important role for the analysis of such coupled data. In
this paper, we first provide a brief review of existing matrix-based (two-way)
component analysis methods for the joint analysis of such data with a focus on
biomedical applications. Then, we discuss their important extensions and
generalization to multi-block multiway (tensor) data. We show how constrained
multi-block tensor decomposition methods are able to extract similar or
statistically dependent common features that are shared by all blocks, by
incorporating the multiway nature of data. Special emphasis is given to the
flexible common and individual feature analysis of multi-block data with the
aim to simultaneously extract common and individual latent components with
desired properties and types of diversity. Illustrative examples are given to
demonstrate their effectiveness for biomedical data analysis."
37,"Analytic Provenance Datasets: A Data Repository of Human Analysis
  Activity and Interaction Logs",http://arxiv.org/abs/1801.05076v1,"We present an analytic provenance data repository that can be used to study
human analysis activity, thought processes, and software interaction with
visual analysis tools during exploratory data analysis. We conducted a series
of user studies involving exploratory data analysis scenario with textual and
cyber security data. Interactions logs, think-alouds, videos and all coded data
in this study are available online for research purposes. Analysis sessions are
segmented in multiple sub-task steps based on user think-alouds, video and
audios captured during the studies. These analytic provenance datasets can be
used for research involving tools and techniques for analyzing interaction logs
and analysis history. By providing high-quality coded data along with
interaction logs, it is possible to compare algorithmic data processing
techniques to the ground-truth records of analysis history."
38,An algebraic geometry perspective on topological data analysis,http://arxiv.org/abs/2001.02098v1,"A short survey on applications of algebraic geometry in topological data
analysis."
39,Differential Data Analysis for Recommender Systems,http://arxiv.org/abs/1310.0894v1,"We present techniques to characterize which data is important to a
recommender system and which is not. Important data is data that contributes
most to the accuracy of the recommendation algorithm, while less important data
contributes less to the accuracy or even decreases it. Characterizing the
importance of data has two potential direct benefits: (1) increased privacy and
(2) reduced data management costs, including storage. For privacy, we enable
increased recommendation accuracy for comparable privacy levels using existing
data obfuscation techniques. For storage, our results indicate that we can
achieve large reductions in recommendation data and yet maintain recommendation
accuracy.
  Our main technique is called differential data analysis. The name is inspired
by other sorts of differential analysis, such as differential power analysis
and differential cryptanalysis, where insight comes through analysis of
slightly differing inputs. In differential data analysis we chunk the data and
compare results in the presence or absence of each chunk. We present results
applying differential data analysis to two datasets and three different kinds
of attributes. The first attribute is called user hardship. This is a novel
attribute, particularly relevant to location datasets, that indicates how
burdensome a data point was to achieve. The second and third attributes are
more standard: timestamp and user rating. For user rating, we confirm previous
work concerning the increased importance to the recommender of data
corresponding to high and low user ratings."
40,"Privacy-Preserving Linkage of Distributed Datasets using the Personal
  Health Train",http://arxiv.org/abs/2309.06171v1,"With the generation of personal and medical data at several locations,
medical data science faces unique challenges when working on distributed
datasets. Growing data protection requirements in recent years drastically
limit the use of personally identifiable information. Distributed data analysis
aims to provide solutions for securely working on highly sensitive data while
minimizing the risk of information leaks, which would not be possible to the
same degree in a centralized approach. A novel concept in this field is the
Personal Health Train (PHT), which encapsulates the idea of bringing the
analysis to the data, not vice versa. Data sources are represented as train
stations. Trains containing analysis tasks move between stations and aggregate
results. Train executions are coordinated by a central station which data
analysts can interact with. Data remains at their respective stations and
analysis results are only stored inside the train, providing a safe and secure
environment for distributed data analysis.
  Duplicate records across multiple locations can skew results in a distributed
data analysis. On the other hand, merging information from several datasets
referring to the same real-world entities may improve data completeness and
therefore data quality. In this paper, we present an approach for record
linkage on distributed datasets using the Personal Health Train. We verify this
approach and evaluate its effectiveness by applying it to two datasets based on
real-world data and outline its possible applications in the context of
distributed data analysis tasks."
41,"Data Lakes, Clouds and Commons: A Review of Platforms for Analyzing and
  Sharing Genomic Data",http://arxiv.org/abs/1809.01699v2,"Data commons collate data with cloud computing infrastructure and commonly
used software services, tools and applications to create biomedical resources
for the large-scale management, analysis, harmonization, and sharing of
biomedical data. Over the past few years, data commons have been used to
analyze, harmonize and share large scale genomics datasets. Data ecosystems can
be built by interoperating multiple data commons. It can be quite labor
intensive to curate, import and analyze the data in a data commons. Data lakes
provide an alternative to data commons and simply provide access to data, with
the data curation and analysis deferred until later and delegated to those that
access the data. We review software platforms for managing, analyzing and
sharing genomic data, with an emphasis on data commons, but also covering data
ecosystems and data lakes."
42,Duration and Interval Hidden Markov Model for Sequential Data Analysis,http://arxiv.org/abs/1508.04928v1,"Analysis of sequential event data has been recognized as one of the essential
tools in data modeling and analysis field. In this paper, after the examination
of its technical requirements and issues to model complex but practical
situation, we propose a new sequential data model, dubbed Duration and Interval
Hidden Markov Model (DI-HMM), that efficiently represents ""state duration"" and
""state interval"" of data events. This has significant implications to play an
important role in representing practical time-series sequential data. This
eventually provides an efficient and flexible sequential data retrieval.
Numerical experiments on synthetic and real data demonstrate the efficiency and
accuracy of the proposed DI-HMM."
43,"Towards High-Performance Exploratory Data Analysis (EDA) Via Stable
  Equilibrium Point",http://arxiv.org/abs/2306.04425v1,"Exploratory data analysis (EDA) is a vital procedure for data science
projects. In this work, we introduce a stable equilibrium point (SEP) - based
framework for improving the efficiency and solution quality of EDA. By
exploiting the SEPs to be the representative points, our approach aims to
generate high-quality clustering and data visualization for large-scale data
sets. A very unique property of the proposed method is that the SEPs will
directly encode the clustering properties of data sets. Compared with prior
state-of-the-art clustering and data visualization methods, the proposed
methods allow substantially improving computing efficiency and solution quality
for large-scale data analysis tasks."
44,"Statdepth: a package for analysis of functional and pointcloud data
  using statistical depth",http://arxiv.org/abs/2302.13238v1,"Laboratory scientists are well equipped with statistical tools for univariate
data, yet many phenomena of scientific interest are time-variant or otherwise
multidimensional. Functional data analysis is one way of approaching such data:
by representing these more complex data as single data points in a mathematical
space of functions. The mathematical concept of functional depth provides a
notion of centrality which allows for descriptive statistics and some
comparative statistics on these data. Here, we present statdepth, a Python
package for functional depth-based analyses which naturally extends familiar
single-data-point L-statistics and related methods to time-variant data
trajectories or multidimensional data."
45,Results from Super-Kamiokande,http://arxiv.org/abs/1112.3425v1,"The recent results from Super-Kamiokande (SK) are reported. On atmospheric
neutrino analysis, we have performed a full 3-flavor oscillation analysis with
SK-I+II+III data. A CPT violation study on atmospheric neutrino is also done
with SK-I+II+III data. On solar neutrino analysis, a 3-flavor oscillation
analysis with SK-III data is performed."
46,"Analysis of Least square estimator for simple Linear Regression with a
  uniform distribution error",http://arxiv.org/abs/2111.04200v1,"We study the least square estimator, in the framework of simple linear
regression, when the deviance term $\varepsilon$ with respect to the linear
model is modeled by a uniform distribution. In particular, we give the law of
this estimator, and prove some convergence properties."
