Index,Title,URL,Summary
11,"Bipartite bi-Cayley graphs over metacyclic groups of odd prime-power
  order",http://arxiv.org/abs/1707.02790v1,"A graph $\Gamma$ is a bi-Cayley graph over a group $G$ if $G$ is a
semiregular group of automorphisms of $\Gamma$ having two orbits. Let $G$ be a
non-abelian metacyclic $p$-group for an odd prime $p$, and let $\Gamma$ be a
connected bipartite bi-Cayley graph over the group $G$. In this paper, we prove
that $G$ is normal in the full automorphism group ${\rm Aut}(\Gamma)$ of
$\Gamma$ when $G$ is a Sylow $p$-subgroup of ${\rm Aut}(\Gamma)$. As an
application, we classify half-arc-transitive bipartite bi-Cayley graphs over
the group $G$ of valency less than $2p$. Furthermore, it is shown that there
are no semisymmetric and no arc-transitive bipartite bi-Cayley graphs over the
group $G$ of valency less than $p$."
12,"Bismuth-doped Ga2O3 as candidate for p-type transparent conducting
  material",http://arxiv.org/abs/1906.00840v1,"Gallium oxide (Ga2O3) is a wide-band-gap semiconductor promising for UV
sensors and high power transistor applications, with Baliga's figure of merit
that far exceeds those of GaN and SiC, second only to diamond. Engineering its
band structure through alloying will broaden its range of applications. Using
hybrid density functional calculations we study the effects on adding Bi to
Ga2O3. While in III-V semiconductors, such as GaAs and InAs, Bi tend to
substitute on the pnictide site, we find that in Ga2O3, Bi prefers to
substitute on the Ga site, resulting in dilute (Ga_{1-x}Bi_{x})2O3 alloys with
unique electronic structure properties. Adding a few percent of Bi reduces the
band gap of Ga2O3 by introducing an intermediate valence band that is
significantly higher in energy than the valence band of the host material. This
intermediate valence band is composed mainly of Bi 6s and O 2p orbitals, and it
is sufficiently high in energy to provide opportunity for p-type doping."
13,"Devices for Thermal Conductivity Measurements of Electroplated Bi for
  X-ray TES Absorbers",http://arxiv.org/abs/2111.02503v1,"Electroplated Bismuth (Bi) is commonly used in Transition-Edge Sensors (TESs)
for X-rays because of its high stopping power and low heat capacity.
Electroplated Bi is usually grown on top of another metal that acts as seed
layer, typically gold (Au), making it challenging to extrapolate its
thermoelectric properties. In this work, we present four-wire resistance
measurement structures that allow us to measure resistance as a function of
temperature of electroplated Bi independently of Au. The results show that the
thermal conductivity of the Bi at 3 K is high enough to guarantee the correct
thermalization of X-ray photons when used as an absorber for TESs."
14,"Microstructure analysis of bismuth absorbers for transition-edge sensor
  X-ray microcalorimeters",http://arxiv.org/abs/1711.02215v1,"Transition-edge sensors (TESs) as microcalorimeters offer high resolving
power, owning to their sharp response and low operating temperature. In the
hard X-ray regime and above, the demand for high quantum-efficiency requires
the use of absorbers. Bismuth (Bi), owing to its low heat carrier density and
high X-ray stopping power, has been widely used as an absorber material for
TESs. However, distinct spectral responses have been observed for Bi absorbers
deposited via evaporation versus electroplating. Evaporated Bi absorbers are
widely observed to have a non-Gaussian tail on the low energy side of measured
spectra. In this study, we fabricated Bi absorbers via these two methods, and
performed microstructure analysis using scanning electron microscopy (SEM) and
X-ray diffraction microscopy. The two types of material showed the same
crystallographic structure, but the grain size of the evaporated Bi was about
40 times smaller than that of the electroplated Bi. This distinction in grain
size is likely to be the cause of their different spectral responses."
15,"Reinforcement Learning-Based Cooperative P2P Power Trading between DC
  Nanogrid Clusters with Wind and PV Energy Resources",http://arxiv.org/abs/2209.07744v2,"In replacing fossil fuels with renewable energy resources for carbon
neutrality, the unbalanced resource production of intermittent wind and
photovoltaic (PV) power is a critical issue for peer-to-peer (P2P) power
trading. To address this issue, a reinforcement learning (RL) technique is
introduced in this paper. For RL, a graph convolutional network (GCN) and a
bi-directional long short-term memory (Bi-LSTM) network are jointly applied to
P2P power trading between nanogrid clusters, based on cooperative game theory.
The flexible and reliable DC nanogrid is suitable for integrating renewable
energy for a distribution system. Each local nanogrid cluster takes the
position of prosumer, focusing on power production and consumption
simultaneously. For the power management of nanogrid cluster, multi-objective
optimization is applied to each local nanogrid cluster with the Internet of
Things (IoT) technology. Charging/discharging of an electric vehicle (EV) is
executed considering the intermittent characteristics of wind and PV power
production. RL algorithms, such as GCN- convolutional neural network (CNN)
layers for deep Q-learning network (DQN), GCN-LSTM layers for deep recurrent
Q-learning network (DRQN), GCN-Bi-LSTM layers for DRQN, and GCN-Bi-LSTM layers
for proximal policy optimization (PPO), are used for simulations. Consequently,
the cooperative P2P power trading system maximizes the profit by considering
the time of use (ToU) tariff-based electricity cost and the system marginal
price (SMP), and minimizes the amount of grid power consumption. Power
management of nanogrid clusters with P2P power trading is simulated on a
distribution test feeder in real time, and the proposed GCN-Bi-LSTM-PPO
technique achieving the lowest electricity cost among the RL algorithms used
for comparison reduces the electricity cost by 36.7%, averaging over nanogrid
clusters."
16,"Investigating Phase Transition and Morphology of Bi-Te Thermoelectric
  System",http://arxiv.org/abs/1909.08613v2,"The optimization of secondary phase in thermoelectric(TE) materials can
{helps in improvisation of material's efficiency}. Being a potential
{contender} for lower temperature TE application, bismuth
telluride(Bi$_2$Te$_3$) nanoparticles were synthesized via different routes and
profiles to optimize their pure single phase. Systematic characterizations were
performed with the help of X-ray diffraction (XRD), Rietveld refinement and
field effect-scanning electron microscopy(FE-SEM) for structural and
morphological behavior, while TE properties such as Seebeck coefficient,
electrical conductivity and power-factor were measured for the purest sample
chosen. Rietveld refinement in the XRD pattern of the samples revealed that
only a small amount ($\sim$ 1.6\%) of Bi$_2$Te$_3$ was formed in
co-precipitation method, while the hydrothermal technique increases this phase
with increment in synthesis duration. This work focused on the phase evolution
of Bi$_2$Te$_3$ with increasing synthesis duration time at constant temperature
and vice-versa. XRD and Rietveld refinement revealed that the hydrothermal
technique (150 $^\circ$C for 48 hours) can synthesize purest samples (84\%
Bi$_2$Te$_3$ phase in this case). {FE-SEM and Energy Dispersive X-ray analysis
unveiled that the impure phases in the system {were} quantitatively reduced,
and it supported by decline in atomic percentage of oxygen from 37\% to 11\%,
in addition to this, it was also found that particle size was also decreased
with increase in temperature.} The observed electrical conductivity of the
chosen sample is $\sim$20 times greater, while Seebeck coefficient is $\sim$3
times lower than that of pure Bi$_2$Te$_3$ phase. The detailed analysis has
generalized the growth mechanism in Bi$_2$Te$_3$ phase evolution by the
diffusion of Bi into Te nanorods to fabricate hexagonal Bi$_2$Te$_3$."
17,"A Focusing Framework for Testing Bi-Directional Causal Effects with GWAS
  Summary Data",http://arxiv.org/abs/2203.06887v1,"Mendelian randomization (MR) is a powerful method that uses genetic variants
as instrumental variables (IVs) to infer the causal effect of a modifiable
exposure on an outcome. Although recent years have seen many extensions of
basic MR methods to be robust to certain violations of assumptions, few methods
were proposed to infer bi-directional causal relationships, especially for
phenotypes with limited biological understandings. The presence of horizontal
pleiotropy adds another layer of complexity. In this article, we show that
assumptions for common MR methods are often impossible or too stringent in the
existence of bi-directional relationships. We then propose a new focusing
framework for testing bi-directional causal effects between two traits with
possibly pleiotropic genetic variants. Our proposal can be coupled with many
state-of-art MR methods. We provide theoretical guarantees on the Type I error
and power of the proposed methods. We demonstrate the robustness of the
proposed methods using several simulated and real datasets."
18,"Real-Time Bi-directional Electric Vehicle Charging Control with
  Distribution Grid Implementation",http://arxiv.org/abs/1711.03086v1,"As electric vehicle (EV) adoption is growing year after year, there is no
doubt that EVs will occupy a significant portion of transporting vehicle in the
near future. Although EVs have benefits for environment, large amount of
un-coordinated EV charging will affect the power grid and degrade power
quality. To alleviate negative effects of EV charging load and turn them to
opportunities, a decentralized real-time control algorithm is developed in this
paper to provide optimal scheduling of EV bi-directional charging. To evaluate
the performance of the proposed algorithm, numerical simulation is performed
based on real-world EV user data, and power flow analysis is carried out to
show how the proposed algorithm improve power grid steady state operation. .
The results show that the implementation of proposed algorithm can effectively
coordinate bi-directional charging by 30% peak load shaving, more than 2% of
voltage drop reduction, and 40% transmission line current decrease."
19,"Hamiltonicity of bi-power of bipartite graphs, for finite and infinite
  cases",http://arxiv.org/abs/1902.06403v1,"For a graph $G$, the $t$-th power $G^t$ is the graph on $V(G)$ such that two
vertices are adjacent if and only if they have distance at most $t$ in $G$; and
the $t$-th bi-power $G_B^t$ is the graph on $V(G)$ such that two vertices are
adjacent if and only if their distance in $G$ is odd at most $t$. Fleischner's
theorem states that the square of every 2-connected finite graph has a
Hamiltonian cycle. Georgakopoulos prove that the square of every 2-connected
infinite locally finite graph has a Hamiltonian circle. In this paper, we
consider the Hamiltonicity of the bi-power of bipartite graphs. We show that
for every connected finite bipartite graph $G$ with a perfect matching, $G_B^3$
has a Hamiltonian cycle. We also show that if $G$ is a connected infinite
locally finite bipartite graph with a perfect matching, then $G_B^3$ has a
Hamiltonian circle."
20,$V$-universal Hopf algebras (co)acting on $Ω$-algebras,http://arxiv.org/abs/2005.12954v4,"We develop a theory which unifies the universal (co)acting bi/Hopf algebras
as studied by Sweedler, Manin and Tambara with the recently introduced
\cite{AGV1} bi/Hopf-algebras that are universal among all support equivalent
(co)acting bi/Hopf algebras. Our approach uses vector spaces endowed with a
family of linear maps between tensor powers of $A$, called $\Omega$-algebras.
This allows us to treat algebras, coalgebras, braided vector spaces and many
other structures in a unified way. We study $V$-universal measuring coalgebras
and $V$-universal comeasuring algebras between $\Omega$-algebras $A$ and $B$,
relative to a fixed subspace $V$ of $\Vect(A,B)$. By considering the case
$A=B$, we derive the notion of a $V$-universal (co)acting bialgebra (and Hopf
algebra) for a given algebra $A$. In particular, this leads to a refinement of
the existence conditions for the Manin--Tambara universal coacting bi/Hopf
algebras. We establish an isomorphism between the $V$-universal acting bi/Hopf
algebra and the finite dual of the $V$-universal coacting bi/Hopf algebra under
certain conditions on $V$ in terms of the finite topology on $\End_F(A)$."
21,"Ultrafast multi-photon excitation of ScVO$_4$:Bi$^{3+}$ for luminescence
  thermometry",http://arxiv.org/abs/2112.00010v2,"We demonstrate a multi-photon excitation (MPE) scheme for luminescence
thermometry using ScVO$_4$:Bi$^{3+}$. MPE is performed using a 37 fs
Ti:Sapphire laser pulse centred at 800 nm. Log-log plots of the phosphorescence
intensity versus excitation power show that the 800 nm MPE of
ScVO$_4$:Bi$^{3+}$ involves a 2- and 3-photon absorption process in comparison
to a single-photon excitation (SPE) process at 266 nm and 400 nm. Spectroscopic
investigation shows that with the 800 nm MPE and 266 nm SPE schemes, the
emission spectra of ScVO$_4$:Bi$^{3+}$ are similarly characterized by emissions
of the VO$_4^{3-}$ groups and Bi$^{3+}$. The MPE is advantageous to suppress
fluorescence which interfere with the phosphorescence signal. We demonstrate
this aspect for a ScVO$_4$:Bi$^{3+}$ coating applied on an alumina substrate.
The luminescence lifetime is calibrated with temperature over 294-334 K; the
MPE scheme has an equally impressive temperature sensitivity (3.4-1.7% / K) and
precision (0.2-0.7K) compared to the SPE schemes. The MPE scheme can be applied
to a variety of phosphors and is valuable for precise temperature measurements
even in applications where isolating interfering background emissions is
challenging."
22,"Symmetric and antisymmetric constitutive tensors for bi-isotropic and
  bi-anisotropic media",http://arxiv.org/abs/2204.10460v3,"The Maxwell equations and the constitutive relations describe the classical
propagation of electromagnetic waves in continuous matter. Here, we investigate
the effects stemming from extended constitutive relations on the propagation of
waves in bi-isotropic and bi-anisotropic media using a classical general
approach based on the evaluation of dispersion relations and refractive
indices. For the bi-anisotropic media, we specify two classes of
magnetoelectric parameters represented by symmetric and antisymmetric tensors.
The three cases examined have provided real and distinct refractive indices for
two propagating modes, which implies birefringence. The propagating modes were
also carried out in all cases. The anisotropy or birefringence effect, given by
the rotatory power or phase difference, was evaluated in terms of the
magnetoelectric parameters of the theory in each case. The propagation
orthogonal to the vectors used to parametrize the symmetric and antisymmetric
magnetoelectric tensors is described by distinct modes, representing a route to
identify the kind of bi-anisotropic medium examined. The group velocity and
Poynting vector were also evaluated for all the cases examined to discuss the
energy propagation in these anisotropic media."
23,"Graph-based Cyber Security Analysis of State Estimation in Smart Power
  Grid",http://arxiv.org/abs/1612.05878v1,"Smart power grid enables intelligent automation at all levels of power system
operation, from electricity generation at power plants to power usage at
households. The key enabling factor of an efficient smart grid is its built-in
information and communication technology (ICT) that monitors the real-time
system operating state and makes control decisions accordingly. As an important
building block of the ICT system, power system state estimation is of critical
importance to maintain normal operation of the smart grid, which, however, is
under mounting threat from potential cyber attacks. In this article, we
introduce a graph-based framework for performing cyber-security analysis in
power system state estimation. Compared to conventional arithmetic-based
security analysis, the graphical characterization of state estimation security
provides intuitive visualization of some complex problem structures and enables
efficient graphical solution algorithms, which are useful for both defending
and attacking the ICT system of smart grid. We also highlight several promising
future research directions on graph-based security analysis and its
applications in smart power grid."
24,"Hybrid Optimal Theory and Predictive Control for Power Management in
  Hybrid Electric Vehicle",http://arxiv.org/abs/1804.00757v1,"This paper presents a nonlinear-model based hybrid optimal control technique
to compute a suboptimal power-split strategy for power/energy management in a
parallel hybrid electric vehicle (PHEV). The power-split strategy is obtained
as model predictive control solution to the power management control problem
(PMCP) of the PHEV, i.e., to decide upon the power distribution among the
internal combustion engine, an electric drive, and other subsystems. A
hierarchical control structure of the hybrid vehicle, i.e., supervisory level
and local or subsystem level is assumed in this study. The PMCP consists of a
dynamical nonlinear model, and a performance index, both of which are
formulated for power flows at the supervisory level. The model is described as
a bi-modal switched system, consistent with the operating mode of the electric
ED. The performance index prescribing the desired behavior penalizes vehicle
tracking errors, fuel consumption, and frictional losses, as well as sustaining
the battery state of charge (SOC). The power-split strategy is obtained by
first creating the embedded optimal control problem (EOCP) from the original
bi-modal switched system model with the performance index. Direct collocation
is applied to transform the problem into a nonlinear programming problem. A
nonlinear predictive control technique (NMPC) in conjunction with a sequential
quadratic programming solver is used to compute suboptimal numerical solutions
to the PMCP. Methods for approximating the numerical solution to the EOCP with
trajectories of the original bi-modal PHEV are also presented in this paper.
The usefulness of the approach is illustrated via simulation results on several
case studies."
25,"The geometry of bi-Perron numbers with real or unimodular Galois
  conjugates",http://arxiv.org/abs/2009.03647v2,"Among all bi-Perron numbers, we characterise those all of whose Galois
conjugates are real or unimodular as the ones that admit a power which is the
stretch factor of a pseudo-Anosov homeomorphism arising from Thurston's
construction. This is in turn equivalent to admitting a power which is the
spectral radius of a bipartite Coxeter transformation."
26,"A VLBI survey of compact broad absorption line quasars with balnicity
  index BI>0",http://arxiv.org/abs/1507.00998v1,"We performed high resolution radio observations of a new sample of ten BAL
quasars using both the VLBA and EVN at 5 GHz. All the selected sources have
balnicity indices (BI) more than 0 and radio flux densities less than 80 mJy at
1.4 GHz. They are very compact with linear sizes of the order of a few tens of
parsecs and radio luminosities at 1.4 GHz above the FRI-FRII luminosity
threshold. Most of the observed objects have been resolved at 5 GHz showing
one-sided, probably core-jet structures, typical for quasars. We discuss in
detail their age and orientation based on the radio observations. We then used
the largest available sample of BAL quasars to study the relationships between
the radio and optical properties in these objects. We found that (1) the
strongest absorption (high values of the balnicity index BI) is connected with
the lower values of the radio-loudness parameter, logR_I<1.5, and thus probably
with large viewing angles; (2) the large span of the BI values in each bin of
the radio-loudness parameter indicates that the orientation is only one of the
factors influencing the measured absorption; (3) most of the radio-loud BAL
quasars are compact, low luminosity objects with a wide range of jet power
(although the highest values of BI seem to be associated with the lower values
of jet power). In addition, we suggest that the short lifetime postulated for
some compact AGNs could also explain the scarcity of the large-scale radio
sources among BAL quasars."
27,"Importance of spin-orbit coupling in power factor calculations for
  half-Heusler ANiB (A=Ti, Hf, Sc, Y; B=Sn, Sb, Bi)",http://arxiv.org/abs/1512.07710v1,"We investigate the spin-orbit coupling (SOC) effects on the electronic
structures and semi-classic transport coefficients of half-Heusler
$\mathrm{ANiB}$ (A=Ti, Hf, Sc, Y; B=Sn, Sb, Bi) by using generalized gradient
approximation (GGA). Calculated results show that SOC splits the valence bands
at high symmetry $\Gamma$ point, and modifies the outline of $\Gamma$-centered
valence bands, which has remarkable effects on the electron transport
properties. Thermoelectric properties are performed through solving Boltzmann
transport equations within the constant scattering time approximation. It is
found that the compounds containing Sn atom have larger power factor in p-type
doping than ones in n-type doping, and it is just the opposite for compounds
containing Sb and Bi elements. The SOC has obvious detrimental influence on
power factor in p-type doping, while has a negligible effect in n-type doping.
These can be understood by considering the effects of SOC on the valence bands
and conduction bands. The maximum power factors (MPF) are extracted in n-type
and p-type doping with GGA and GGA+SOC, and the MPF at 300 K with SOC is
predicted to be about 4.25\%$\sim$44.13\% smaller than that without SOC in the
case of p-type doping for $\mathrm{ANiB}$ (A=Ti, Hf, Sc, Y; B=Sn, Sb, Bi).
Therefore, it is crucial to consider SOC effects for theoretical analysis in
the case of p-type doping in half-Heusler compounds composed of heavy elements."
28,"Least Upper Bounds of the Powers Extracted and Scattered by
  Bi-anisotropic Particles",http://arxiv.org/abs/1402.4726v1,"The least upper bounds of the powers extracted and scattered by
bi-anisotropic particles are investigated analytically. A rigorous derivation
for particles having invertible polarizability tensors is presented, and the
particles with singular polarizability tensors that have been reported in the
literature are treated explicitly. The analysis concludes that previous upper
bounds presented for isotropic particles can be extrapolated to bi-anisotropic
particles. In particular, it is shown that neither nonreciprocal nor
magnetoelectric coupling phenomena can further increase those upper bounds on
the extracted and scattered powers. The outcomes are illustrated further with
approximate circuit model examples of two dipole antennas connected via a
generic lossless network."
29,"A Sunyaev-Zel'dovich take on cluster radio haloes -- I. Global scaling
  and bi-modality using Planck data",http://arxiv.org/abs/1111.2856v3,"Giant radio haloes in galaxy clusters are the primary evidence for the
existence of relativistic particles (cosmic rays) and magnetic fields over Mpc
scales. Observational tests for the different theoretical models explaining
their powering mechanism have so far been obtained through X-ray selection of
clusters, e.g. by comparing cluster X-ray luminosities with radio halo power.
Here we present the first global scaling relations between radio halo power and
integrated Sunyaev-Zel'dovich (SZ) effect measurements, using the Planck
all-sky cluster catalog and published radio data. The correlation agrees well
with previous scaling measurements based on X-ray data, and offers a more
direct probe into the mass dependence inside radio haloes. However, we find no
strong indication for a bi-modal cluster population split between radio halo
and radio quiet objects. We discuss the possible causes for this apparent lack
of bi-modality, and compare the observed slope of the radio-SZ correlation with
competing theoretical models of radio halo origin."
30,"Spin-orbit coupling and weak antilocalization in thermoelectric material
  $β$-K$_{2}$Bi$_{8}$Se$_{13}$",http://arxiv.org/abs/1312.6091v1,"We have studied the effect of spin-orbital coupling (SOC) on electronic
transport properties of the thermoelectric material
$\beta$-K$_{2}$Bi$_{8}$Se$_{13}$ via magnetoresistance (MR) measurements. We
found that the strong SOC in this material results in weak antilocalization
(WAL) effect, which can be well described by the three-dimensional weak
localization model. The phase coherence length extracted from theoretical
fitting exhibits a power-law temperature dependence with an exponent around
2.1, indicating that the electron phase dephasing is governed by electron -
transverse phonon interactions. Like in topological insulators, the WAL effect
in $\beta$-K$_{2}$Bi$_{8}$Se$_{13}$ can be quenched by magnetic impurities (Mn)
but is robust against non-magnetic impurities (Te). Although our
magnetotransport studies do not provide any evidences for topological surface
states, our analyses suggest that SOC plays an important role in determining
thermoelectric properties of $\beta$-K$_{2}$Bi$_{8}$Se$_{13}$."
31,"Bi-Objective Nonnegative Matrix Factorization: Linear Versus
  Kernel-Based Models",http://arxiv.org/abs/1501.05684v1,"Nonnegative matrix factorization (NMF) is a powerful class of feature
extraction techniques that has been successfully applied in many fields, namely
in signal and image processing. Current NMF techniques have been limited to a
single-objective problem in either its linear or nonlinear kernel-based
formulation. In this paper, we propose to revisit the NMF as a multi-objective
problem, in particular a bi-objective one, where the objective functions
defined in both input and feature spaces are taken into account. By taking the
advantage of the sum-weighted method from the literature of multi-objective
optimization, the proposed bi-objective NMF determines a set of nondominated,
Pareto optimal, solutions instead of a single optimal decomposition. Moreover,
the corresponding Pareto front is studied and approximated. Experimental
results on unmixing real hyperspectral images confirm the efficiency of the
proposed bi-objective NMF compared with the state-of-the-art methods."
