Index,Title,URL,Summary
53,"A Finite-Time Technological Singularity Model With Artificial
  Intelligence Self-Improvement",http://arxiv.org/abs/2010.01961v1,"Recent advances in the development of artificial intelligence, technological
progress acceleration, long-term trends of macroeconomic dynamics increase the
relevance of technological singularity hypothesis. In this paper, we build a
model of finite-time technological singularity assuming that artificial
intelligence will replace humans for artificial intelligence engineers after
some point in time when it is developed enough. This model implies the
following: let A be the level of development of artificial intelligence. Then,
the moment of technological singularity n is defined as the point in time where
artificial intelligence development function approaches infinity. Thus, it
happens in finite time. Although infinite level of development of artificial
intelligence cannot be reached practically, this approximation is useful for
several reasons, firstly because it allows modeling a phase transition or a
change of regime. In the model, intelligence growth function appears to be
hyperbolic function under relatively broad conditions which we list and
compare. Subsequently, we also add a stochastic term (Brownian motion) to the
model and investigate the changes in its behavior. The results can be applied
for the modeling of dynamics of various processes characterized by
multiplicative growth."
54,Creativity and Artificial Intelligence: A Digital Art Perspective,http://arxiv.org/abs/1807.08195v1,"This paper describes the application of artificial intelligence to the
creation of digital art. AI is a computational paradigm that codifies
intelligence into machines. There are generally three types of artificial
intelligence and these are machine learning, evolutionary programming and soft
computing. Machine learning is the statistical approach to building intelligent
systems. Evolutionary programming is the use of natural evolutionary systems to
design intelligent machines. Some of the evolutionary programming systems
include genetic algorithm which is inspired by the principles of evolution and
swarm optimization which is inspired by the swarming of birds, fish, ants etc.
Soft computing includes techniques such as agent based modelling and fuzzy
logic. Opportunities on the applications of these to digital art are explored."
55,"Foundations of Intelligence in Natural and Artificial Systems: A
  Workshop Report",http://arxiv.org/abs/2105.02198v1,"In March of 2021, the Santa Fe Institute hosted a workshop as part of its
Foundations of Intelligence in Natural and Artificial Systems project. This
project seeks to advance the field of artificial intelligence by promoting
interdisciplinary research on the nature of intelligence. During the workshop,
speakers from diverse disciplines gathered to develop a taxonomy of
intelligence, articulating their own understanding of intelligence and how
their research has furthered that understanding. In this report, we summarize
the insights offered by each speaker and identify the themes that emerged
during the talks and subsequent discussions."
56,The limit of human intelligence,http://arxiv.org/abs/2310.10792v2,"In 1998, Fields medalist Stephen Smale [S. Smale, Mathematical problems for
the next century, The mathematical Intelligencer, 20(2) (1998), 7-15] proposed
his famous eighteen problems to the mathematicians of this century. The
statement of his eighteenth problem is very simple but very important. He asked
""What are the limits of intelligence, both artificial and human?"". In this
paper, we prove that human intelligence is limitless. Moreover, we provide
justifications to state that artificial intelligence has limitations. Thus,
human intelligence will always remain superior to artificial intelligence.
Moreover, we provide justifications to conclude the limitations of artificial
intelligence."
57,"Is Artificial Intelligence Providing the Second Revolution for Weather
  Forecasting?",http://arxiv.org/abs/2401.16669v1,"The rapid advancement of artificial intelligence technologies, particularly
in recent years, has led to the emergence of several large parameter artificial
intelligence weather forecast models. These models represent a significant
breakthrough, overcoming the limitations of traditional numerical weather
prediction models and indicating a potential second revolution for weather
forecast. This study explores the evolution of these advanced artificial
intelligence forecast models, and based on the identified commonalities,
proposes the ""Three Large Rules"" for their development. We discuss the
potential of artificial intelligence in revolutionizing numerical weather
prediction, briefly outlining the underlying reasons for this potential.
Additionally, we explore key areas for future development prospects for large
artificial intelligence weather forecast models, integrating the entire
numerical prediction process. Through an example that combines a large
artificial intelligence model with ocean wave forecasting, we illustrate how
forecasters can adapt and leverage the advanced artificial intelligence model.
While acknowledging the high accuracy, computational efficiency, and ease of
deployment of large artificial intelligence forecast models, we emphasize the
irreplaceable values of traditional numerical forecasts. We believe that the
optimal future of weather forecasting lies in achieving a seamless integration
of artificial intelligence and traditional numerical models. Such a synthesis
is anticipated to offer a more comprehensive and reliable approach for future
weather forecasting."
58,On a Functional Definition of Intelligence,http://arxiv.org/abs/2312.09546v1,"Without an agreed-upon definition of intelligence, asking ""is this system
intelligent?"""" is an untestable question. This lack of consensus hinders
research, and public perception, on Artificial Intelligence (AI), particularly
since the rise of generative- and large-language models. Most work on precisely
capturing what we mean by ""intelligence"" has come from the fields of
philosophy, psychology, and cognitive science. Because these perspectives are
intrinsically linked to intelligence as it is demonstrated by natural
creatures, we argue such fields cannot, and will not, provide a sufficiently
rigorous definition that can be applied to artificial means. Thus, we present
an argument for a purely functional, black-box definition of intelligence,
distinct from how that intelligence is actually achieved; focusing on the
""what"", rather than the ""how"". To achieve this, we first distinguish other
related concepts (sentience, sensation, agency, etc.) from the notion of
intelligence, particularly identifying how these concepts pertain to artificial
intelligent systems. As a result, we achieve a formal definition of
intelligence that is conceptually testable from only external observation, that
suggests intelligence is a continuous variable. We conclude by identifying
challenges that still remain towards quantifiable measurement. This work
provides a useful perspective for both the development of AI, and for public
perception of the capabilities and risks of AI."
59,Tests of Machine Intelligence,http://arxiv.org/abs/0712.3825v1,"Although the definition and measurement of intelligence is clearly of
fundamental importance to the field of artificial intelligence, no general
survey of definitions and tests of machine intelligence exists. Indeed few
researchers are even aware of alternatives to the Turing test and its many
derivatives. In this paper we fill this gap by providing a short survey of the
many tests of machine intelligence that have been proposed."
60,An Approximation of the Universal Intelligence Measure,http://arxiv.org/abs/1109.5951v2,"The Universal Intelligence Measure is a recently proposed formal definition
of intelligence. It is mathematically specified, extremely general, and
captures the essence of many informal definitions of intelligence. It is based
on Hutter's Universal Artificial Intelligence theory, an extension of Ray
Solomonoff's pioneering work on universal induction. Since the Universal
Intelligence Measure is only asymptotically computable, building a practical
intelligence test from it is not straightforward. This paper studies the
practical issues involved in developing a real-world UIM-based performance
metric. Based on our investigation, we develop a prototype implementation which
we use to evaluate a number of different artificial agents."
61,Decision under Uncertainty,http://arxiv.org/abs/1304.1527v1,"We derive axiomatically the probability function that should be used to make
decisions given any form of underlying uncertainty."
62,The Book of Why: Review,http://arxiv.org/abs/1909.13485v1,"This is a review of ""The Book of Why"", by Judea Pearl."
63,Game-based Platforms for Artificial Intelligence Research,http://arxiv.org/abs/2304.13269v3,"Games have been the perfect test-beds for artificial intelligence research
for the characteristics that widely exist in real-world scenarios. Learning and
optimisation, decision making in dynamic and uncertain environments, game
theory, planning and scheduling, design and education are common research areas
shared between games and real-world problems. Numerous open-source games or
game-based environments have been implemented for studying artificial
intelligence. In addition to single- or multi-player, collaborative or
adversarial games, there has also been growing interest in implementing
platforms for creative design in recent years. Those platforms provide ideal
benchmarks for exploring and comparing artificial intelligence ideas and
techniques. This paper reviews the game-based platforms for artificial
intelligence research, provides guidance on matching particular types of
artificial intelligence with suitable games for testing and matching particular
needs in games with suitable artificial intelligence techniques, discusses the
research trend induced by the evolution of those platforms, and gives an
outlook."
64,"Bridging the Gap between Artificial Intelligence and Artificial General
  Intelligence: A Ten Commandment Framework for Human-Like Intelligence",http://arxiv.org/abs/2210.09366v1,"The field of artificial intelligence has seen explosive growth and
exponential success. The last phase of development showcased deep learnings
ability to solve a variety of difficult problems across a multitude of domains.
Many of these networks met and exceeded human benchmarks by becoming experts in
the domains in which they are trained. Though the successes of artificial
intelligence have begun to overshadow its failures, there is still much that
separates current artificial intelligence tools from becoming the exceptional
general learners that humans are. In this paper, we identify the ten
commandments upon which human intelligence is systematically and hierarchically
built. We believe these commandments work collectively to serve as the
essential ingredients that lead to the emergence of higher-order cognition and
intelligence. This paper discusses a computational framework that could house
these ten commandments and suggests new architectural modifications that could
lead to the development of smarter, more explainable, and generalizable
artificial systems inspired by a neuromorphic approach."
65,"Techniques for Adversarial Examples Threatening the Safety of Artificial
  Intelligence Based Systems",http://arxiv.org/abs/1910.06907v1,"Artificial intelligence is known as the most effective technological field
for rapid developments shaping the future of the world. Even today, it is
possible to see intense use of intelligence systems in all fields of the life.
Although advantages of the Artificial Intelligence are widely observed, there
is also a dark side employing efforts to design hacking oriented techniques
against Artificial Intelligence. Thanks to such techniques, it is possible to
trick intelligent systems causing directed results for unsuccessful outputs.
That is critical for also cyber wars of the future as it is predicted that the
wars will be done unmanned, autonomous intelligent systems. Moving from the
explanations, objective of this study is to provide information regarding
adversarial examples threatening the Artificial Intelligence and focus on
details of some techniques, which are used for creating adversarial examples.
Adversarial examples are known as training data, which can trick a Machine
Learning technique to learn incorrectly about the target problem and cause an
unsuccessful or maliciously directed intelligent system at the end. The study
enables the readers to learn enough about details of recent techniques for
creating adversarial examples."
66,Action Selection Properties in a Software Simulated Agent,http://arxiv.org/abs/cs/0211039v1,"This article analyses the properties of the Internal Behaviour network, an
action selection mechanism previously proposed by the authors, with the aid of
a simulation developed for such ends. A brief review of the Internal Behaviour
network is followed by the explanation of the implementation of the simulation.
Then, experiments are presented and discussed analysing the properties of the
action selection in the proposed model."
67,"Modular Belief Updates and Confusion about Measures of Certainty in
  Artificial Intelligence Research",http://arxiv.org/abs/1407.7281v1,"Over the last decade, there has been growing interest in the use or measures
or change in belief for reasoning with uncertainty in artificial intelligence
research. An important characteristic of several methodologies that reason with
changes in belief or belief updates, is a property that we term modularity. We
call updates that satisfy this property modular updates. Whereas probabilistic
measures of belief update - which satisfy the modularity property were first
discovered in the nineteenth century, knowledge and discussion of these
quantities remains obscure in artificial intelligence research. We define
modular updates and discuss their inappropriate use in two influential expert
systems."
68,Stovepiping and Malicious Software: A Critical Review of AGI Containment,http://arxiv.org/abs/1811.03653v2,"Awareness of the possible impacts associated with artificial intelligence has
risen in proportion to progress in the field. While there are tremendous
benefits to society, many argue that there are just as many, if not more,
concerns related to advanced forms of artificial intelligence. Accordingly,
research into methods to develop artificial intelligence safely is increasingly
important. In this paper, we provide an overview of one such safety paradigm:
containment with a critical lens aimed toward generative adversarial networks
and potentially malicious artificial intelligence. Additionally, we illuminate
the potential for a developmental blindspot in the stovepiping of containment
mechanisms."
